Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
308,1,5,2016-02-05,15,494.99,381.14
309,1,6,2016-02-05,20,44.99,37.79
310,1,7,2016-02-05,30,53.99,45.35
311,1,8,2016-02-05,15,161.99,136.07
312,1,11,2016-02-05,30,539.99,415.79
313,1,10,2016-02-05,3,215.99,183.59
314,1,12,2016-02-05,3,42.8,36.38
315,1,13,2016-02-05,3,43.19,36.71
316,1,14,2016-02-05,3,63.11,53.64
317,1,15,2016-02-05,3,48.81,41.49
318,1,3,2016-02-05,3,314.99,267.74
319,1,9,2016-02-05,3,404.99,344.24
320,2,1,2016-02-05,15,581.64,581.64
321,2,2,2016-02-05,15,123.49,123.49
322,2,4,2016-02-05,20,284.99,284.99
323,2,5,2016-02-05,15,522.49,522.49
324,2,6,2016-02-05,30,47.49,47.49
325,2,7,2016-02-05,30,56.99,56.99
326,2,8,2016-02-05,30,170.99,170.99
327,2,11,2016-02-05,30,569.99,569.99
328,2,10,2016-02-05,3,227.99,227.99
329,2,12,2016-02-05,15,45.18,45.18
330,2,13,2016-02-05,15,45.59,45.59
331,2,14,2016-02-05,15,66.61,66.61
332,2,15,2016-02-05,15,51.52,51.52
333,2,3,2016-02-05,3,332.49,332.49
334,2,9,2016-02-05,3,427.49,427.49
335,4,1,2016-02-07,13,581.64,581.64
336,4,2,2016-02-07,9,123.49,123.49
337,4,4,2016-02-07,13,284.99,284.99
338,4,6,2016-02-07,21,47.49,47.49
339,4,7,2016-02-07,18,56.99,56.99
340,4,10,2016-02-07,15,227.99,227.99
341,4,12,2016-02-07,15,45.18,45.18
342,4,14,2016-02-07,30,66.61,66.61
343,4,9,2016-02-07,15,427.49,427.49
352,6,1,2016-02-10,12,612.25,612.25
353,6,4,2016-02-10,21,299.99,299.99
354,6,11,2016-02-10,40,599.99,599.99
355,6,13,2016-02-10,13,47.99,47.99
356,6,14,2016-02-10,21,70.12,70.12
357,6,15,2016-02-10,23,54.23,54.23
414,4,1,2016-03-07,30,581.64,581.64
415,4,2,2016-03-07,9,123.49,123.49
416,4,4,2016-03-07,14,284.99,284.99
417,4,6,2016-03-07,23,47.49,47.49
418,4,7,2016-03-07,19,56.99,56.99
419,4,10,2016-03-07,16,227.99,227.99
420,4,12,2016-03-07,16,45.18,45.18
421,4,14,2016-03-07,33,66.61,66.61
422,4,9,2016-03-07,16,427.49,427.49
423,6,1,2016-03-10,13,612.25,612.25
424,6,4,2016-03-10,23,299.99,299.99
425,6,11,2016-03-10,19,599.99,599.99
426,6,13,2016-03-10,14,47.99,47.99
427,6,14,2016-03-10,30,70.12,70.12
428,6,15,2016-03-10,24,54.23,54.23
469,2,9,2016-04-05,4,427.49,427.49
470,1,1,2016-05-05,14,551.02,446.33
471,1,2,2016-05-05,45,100.0,100.0
472,1,4,2016-05-05,14,269.99,207.89
473,1,5,2016-05-05,14,494.99,381.14
474,1,6,2016-05-05,14,44.99,37.79
475,1,7,2016-05-05,29,53.99,45.35
476,1,8,2016-05-05,14,161.99,136.07
477,1,11,2016-05-05,29,539.99,415.79
478,1,10,2016-05-05,2,215.99,183.59
479,1,12,2016-05-05,2,42.8,36.38
480,1,13,2016-05-05,2,43.19,36.71
481,1,14,2016-05-05,2,63.11,53.65
482,1,15,2016-05-05,2,48.81,41.49
483,1,3,2016-05-05,2,314.99,267.74
484,1,9,2016-05-05,2,404.99,344.24
503,6,1,2016-05-10,11,612.25,612.25
504,6,4,2016-05-10,20,299.99,299.99
505,6,11,2016-05-10,17,599.99,599.99
506,6,13,2016-05-10,13,47.99,47.99
507,6,14,2016-05-10,20,70.12,70.12
508,6,15,2016-05-10,22,54.23,54.23
542,1,1,2016-06-05,12,551.02,446.33
543,1,2,2016-06-05,24,100.0,100.0
544,1,4,2016-06-05,12,269.99,207.89
545,1,5,2016-06-05,12,494.99,381.14
546,1,6,2016-06-05,12,44.99,37.79
547,1,7,2016-06-05,24,53.99,45.35
548,1,8,2016-06-05,12,161.99,136.07
549,1,11,2016-06-05,24,539.99,415.79
550,1,10,2016-06-05,2,215.99,183.59
551,1,12,2016-06-05,2,42.8,36.38
552,1,13,2016-06-05,2,43.19,36.71
553,1,14,2016-06-05,2,63.11,53.65
554,1,15,2016-06-05,2,48.81,41.49
555,1,3,2016-06-05,2,314.99,267.74
556,1,9,2016-06-05,2,404.99,344.24
557,4,1,2016-06-07,10,581.64,581.64
558,4,2,2016-06-07,7,123.49,123.49
559,4,4,2016-06-07,10,284.99,284.99
560,4,6,2016-06-07,17,47.49,47.49
561,4,7,2016-06-07,14,56.99,56.99
562,4,10,2016-06-07,12,227.99,227.99
563,4,12,2016-06-07,12,45.18,45.18
564,4,14,2016-06-07,24,66.61,66.61
565,4,9,2016-06-07,12,427.49,427.49
566,6,1,2016-06-10,9,612.25,612.25
567,6,4,2016-06-10,17,299.99,299.99
568,6,11,2016-06-10,14,599.99,599.99
569,6,13,2016-06-10,10,47.99,47.99
570,6,14,2016-06-10,17,70.12,70.12
571,6,15,2016-06-10,18,54.23,54.23
612,1,1,2016-07-05,10,551.02,446.33
613,1,2,2016-07-05,20,100.0,100.0
614,1,4,2016-07-05,10,269.99,207.89
615,1,5,2016-07-05,10,494.99,381.14
616,1,6,2016-07-05,10,44.99,37.79
617,1,7,2016-07-05,20,53.99,45.35
618,1,8,2016-07-05,10,161.99,136.07
619,1,11,2016-07-05,20,539.99,415.79
620,1,10,2016-07-05,30,215.99,183.59
621,1,12,2016-07-05,30,42.8,36.38
622,1,13,2016-07-05,30,43.19,36.71
623,1,14,2016-07-05,30,63.11,53.65
624,1,15,2016-07-05,30,48.81,41.49
625,1,3,2016-07-05,2,314.99,267.74
626,1,9,2016-07-05,2,404.99,344.24
627,2,1,2016-07-05,10,581.64,581.64
628,2,2,2016-07-05,10,123.49,123.49
629,2,4,2016-07-05,10,284.99,284.99
630,2,5,2016-07-05,10,522.49,522.49
631,2,6,2016-07-05,20,47.49,47.49
632,2,7,2016-07-05,20,56.99,56.99
633,2,8,2016-07-05,20,170.99,170.99
634,2,11,2016-07-05,20,569.99,569.99
635,2,10,2016-07-05,30,227.99,227.99
636,2,12,2016-07-05,10,45.18,45.18
637,2,13,2016-07-05,10,45.59,45.59
638,2,14,2016-07-05,10,66.61,66.61
639,2,15,2016-07-05,10,51.52,51.52
640,2,3,2016-07-05,2,332.49,332.49
641,2,9,2016-07-05,2,427.49,427.49
652,6,1,2016-07-10,8,612.25,612.25
653,6,4,2016-07-10,14,299.99,299.99
654,6,11,2016-07-10,12,599.99,599.99
655,6,13,2016-07-10,9,47.99,47.99
656,6,14,2016-07-10,14,70.12,70.12
657,6,15,2016-07-10,15,54.23,54.23
667,1,1,2016-08-05,5,551.02,451.84
668,1,2,2016-08-05,11,100.0,100.0
669,1,4,2016-08-05,5,269.99,210.59
670,1,5,2016-08-05,5,494.99,386.09
671,1,6,2016-08-05,5,44.99,38.24
672,1,7,2016-08-05,11,53.99,45.35
673,1,8,2016-08-05,5,161.99,137.69
674,1,11,2016-08-05,11,539.99,415.79
675,1,10,2016-08-05,20,215.99,183.59
676,1,12,2016-08-05,20,42.8,36.38
677,1,13,2016-08-05,20,43.19,36.71
678,1,14,2016-08-05,20,63.11,53.64
679,1,15,2016-08-05,20,48.81,41.49
680,1,3,2016-08-05,20,314.99,267.74
681,1,9,2016-08-05,20,404.99,344.24
690,6,1,2016-08-10,4,612.25,612.25
691,6,4,2016-08-10,8,299.99,299.99
692,6,11,2016-08-10,7,599.99,599.99
693,6,13,2016-08-10,5,47.99,47.99
694,6,14,2016-08-10,8,70.12,70.12
695,6,15,2016-08-10,8,54.23,54.23
714,1,1,2016-09-05,12,551.02,446.33
715,1,2,2016-09-05,24,100.0,100.0
716,1,4,2016-09-05,12,269.99,207.89
717,1,5,2016-09-05,12,494.99,381.14
718,1,6,2016-09-05,12,44.99,37.79
719,1,7,2016-09-05,24,53.99,45.35
720,1,8,2016-09-05,12,161.99,136.07
721,1,11,2016-09-05,24,539.99,415.79
722,1,10,2016-09-05,2,215.99,183.59
723,1,12,2016-09-05,2,42.8,36.38
724,1,13,2016-09-05,2,43.19,36.71
725,1,14,2016-09-05,2,63.11,53.65
726,1,15,2016-09-05,2,48.81,41.49
727,1,3,2016-09-05,2,314.99,267.74
728,1,9,2016-09-05,2,404.99,344.24
739,4,1,2016-09-07,10,581.64,581.64
740,4,2,2016-09-07,7,123.49,123.49
741,4,4,2016-09-07,10,284.99,284.99
742,4,6,2016-09-07,16,47.49,47.49
743,4,7,2016-09-07,14,56.99,56.99
744,4,10,2016-09-07,12,227.99,227.99
745,4,12,2016-09-07,12,45.18,45.18
746,4,14,2016-09-07,24,66.61,66.61
747,4,9,2016-09-07,12,427.49,427.49
756,6,1,2016-09-10,9,612.25,612.25
757,6,4,2016-09-10,16,299.99,299.99
758,6,11,2016-09-10,14,599.99,599.99
759,6,13,2016-09-10,10,47.99,47.99
760,6,14,2016-09-10,16,70.12,70.12
761,6,15,2016-09-10,18,54.23,54.23
781,1,1,2016-10-05,15,551.02,446.33
782,1,2,2016-10-05,30,100.0,100.0
783,1,4,2016-10-05,15,269.99,207.89
784,1,5,2016-10-05,15,494.99,381.14
785,1,6,2016-10-05,15,44.99,37.79
786,1,7,2016-10-05,30,53.99,45.35
787,1,8,2016-10-05,15,161.99,136.07
788,1,11,2016-10-05,30,539.99,415.79
789,1,10,2016-10-05,3,215.99,183.59
790,1,12,2016-10-05,3,42.8,36.38
791,1,13,2016-10-05,3,43.19,36.71
792,1,14,2016-10-05,3,63.11,53.64
793,1,15,2016-10-05,3,48.81,41.49
794,1,3,2016-10-05,3,314.99,267.74
795,1,9,2016-10-05,3,404.99,344.24
796,2,1,2016-10-05,15,581.64,581.64
797,2,2,2016-10-05,15,123.49,123.49
798,2,4,2016-10-05,15,284.99,284.99
799,2,5,2016-10-05,15,522.49,522.49
800,2,6,2016-10-05,30,47.49,47.49
801,2,7,2016-10-05,30,56.99,56.99
802,2,8,2016-10-05,30,170.99,170.99
803,2,11,2016-10-05,30,569.99,569.99
804,2,10,2016-10-05,3,227.99,227.99
805,2,12,2016-10-05,15,45.18,45.18
806,2,13,2016-10-05,15,45.59,45.59
807,2,14,2016-10-05,15,66.61,66.61
808,2,15,2016-10-05,15,51.52,51.52
809,2,3,2016-10-05,3,332.49,332.49
810,2,9,2016-10-05,3,427.49,427.49
811,4,1,2016-10-07,13,581.64,581.64
812,4,2,2016-10-07,9,123.49,123.49
813,4,4,2016-10-07,13,284.99,284.99
814,4,6,2016-10-07,21,47.49,47.49
815,4,7,2016-10-07,18,56.99,56.99
816,4,10,2016-10-07,15,227.99,227.99
817,4,12,2016-10-07,15,45.18,45.18
818,4,14,2016-10-07,30,66.61,66.61
819,4,9,2016-10-07,15,427.49,427.49
820,6,1,2016-10-10,12,612.25,612.25
821,6,4,2016-10-10,21,299.99,299.99
822,6,11,2016-10-10,18,599.99,599.99
823,6,13,2016-10-10,13,47.99,47.99
824,6,14,2016-10-10,21,70.12,70.12
825,6,15,2016-10-10,22,54.23,54.23
866,6,1,2016-11-10,12,612.25,612.25
867,6,4,2016-11-10,22,299.99,299.99
868,6,11,2016-11-10,19,599.99,599.99
869,6,13,2016-11-10,14,47.99,47.99
870,6,14,2016-11-10,22,70.12,70.12
871,6,15,2016-11-10,24,54.23,54.23
921,1,1,2016-12-05,17,551.02,446.33
922,1,2,2016-12-05,34,100.0,100.0
923,1,4,2016-12-05,17,269.99,207.89
924,1,5,2016-12-05,17,494.99,381.14
925,1,6,2016-12-05,17,44.99,37.79
926,1,7,2016-12-05,34,53.99,45.35
927,1,8,2016-12-05,17,161.99,136.07
928,1,11,2016-12-05,34,539.99,415.79
929,1,10,2016-12-05,3,215.99,183.59
930,1,12,2016-12-05,3,42.8,36.38
931,1,13,2016-12-05,3,43.19,36.71
932,1,14,2016-12-05,3,63.11,53.64
933,1,15,2016-12-05,3,48.81,41.49
934,1,3,2016-12-05,3,314.99,267.74
935,1,9,2016-12-05,3,404.99,344.24
936,4,1,2016-12-07,15,581.64,581.64
937,4,2,2016-12-07,10,123.49,123.49
938,4,4,2016-12-07,15,284.99,284.99
939,4,6,2016-12-07,24,47.49,47.49
940,4,7,2016-12-07,20,56.99,56.99
941,4,10,2016-12-07,17,227.99,227.99
942,4,12,2016-12-07,17,45.18,45.18
943,4,14,2016-12-07,34,66.61,66.61
944,4,9,2016-12-07,17,427.49,427.49
953,6,1,2016-12-10,13,612.25,612.25
954,6,4,2016-12-10,24,299.99,299.99
955,6,11,2016-12-10,20,599.99,599.99
956,6,13,2016-12-10,15,47.99,47.99
957,6,14,2016-12-10,24,70.12,70.12
958,6,15,2016-12-10,25,54.23,54.23
1021,1,1,2017-02-05,15,551.02,446.33
1022,1,2,2017-02-05,30,100.0,100.0
1023,1,4,2017-02-05,15,269.99,207.89
1024,1,5,2017-02-05,15,494.99,381.14
1025,1,6,2017-02-05,20,44.99,37.79
1026,1,7,2017-02-05,30,53.99,45.35
1027,1,8,2017-02-05,15,161.99,136.07
1028,1,11,2017-02-05,20,539.99,415.79
1029,1,10,2017-02-05,3,215.99,183.59
1030,1,12,2017-02-05,3,42.8,36.38
1031,1,13,2017-02-05,3,43.19,36.71
1032,1,14,2017-02-05,3,63.11,53.64
1033,1,15,2017-02-05,3,48.81,41.49
1034,1,3,2017-02-05,3,314.99,267.74
1035,1,9,2017-02-05,3,404.99,344.24
1036,2,1,2017-02-05,15,581.64,581.64
1037,2,2,2017-02-05,15,123.49,123.49
1038,2,4,2017-02-05,20,284.99,284.99
1039,2,5,2017-02-05,15,522.49,522.49
1040,2,6,2017-02-05,30,47.49,47.49
1041,2,7,2017-02-05,30,56.99,56.99
1042,2,8,2017-02-05,30,170.99,170.99
1043,2,11,2017-02-05,30,569.99,569.99
1044,2,10,2017-02-05,3,227.99,227.99
1045,2,12,2017-02-05,15,45.18,45.18
1046,2,13,2017-02-05,15,45.59,45.59
1047,2,14,2017-02-05,15,66.61,66.61
1048,2,15,2017-02-05,15,51.52,51.52
1049,2,3,2017-02-05,3,332.49,332.49
1050,2,9,2017-02-05,3,427.49,427.49
1051,4,1,2017-02-07,13,581.64,581.64
1052,4,2,2017-02-07,9,123.49,123.49
1053,4,4,2017-02-07,30,284.99,284.99
1054,4,6,2017-02-07,21,47.49,47.49
1055,4,7,2017-02-07,18,56.99,56.99
1056,4,10,2017-02-07,15,227.99,227.99
1057,4,12,2017-02-07,15,45.18,45.18
1058,4,14,2017-02-07,30,66.61,66.61
1059,4,9,2017-02-07,15,427.49,427.49
1068,6,1,2017-02-10,12,612.25,612.25
1069,6,4,2017-02-10,21,299.99,299.99
1070,6,11,2017-02-10,40,599.99,599.99
1071,6,13,2017-02-10,13,47.99,47.99
1072,6,14,2017-02-10,21,70.12,70.12
1073,6,15,2017-02-10,23,54.23,54.23
1130,4,1,2017-03-07,30,581.64,581.64
1131,4,2,2017-03-07,9,123.49,123.49
1132,4,4,2017-03-07,14,284.99,284.99
1133,4,6,2017-03-07,23,47.49,47.49
1134,4,7,2017-03-07,19,56.99,56.99
1135,4,10,2017-03-07,16,227.99,227.99
1136,4,12,2017-03-07,16,45.18,45.18
1137,4,14,2017-03-07,33,66.61,66.61
1138,4,9,2017-03-07,16,427.49,427.49
1139,6,1,2017-03-10,13,612.25,612.25
1140,6,4,2017-03-10,23,299.99,299.99
1141,6,11,2017-03-10,19,599.99,599.99
1142,6,13,2017-03-10,14,47.99,47.99
1143,6,14,2017-03-10,30,70.12,70.12
1144,6,15,2017-03-10,24,54.23,54.23
1185,22,16,2017-04-05,4,15000.0,10000.0
1186,1,1,2017-05-05,14,551.02,446.33
1187,1,2,2017-05-05,45,100.0,100.0
1188,1,4,2017-05-05,14,269.99,207.89
1189,1,5,2017-05-05,14,494.99,381.14
1190,1,6,2017-05-05,14,44.99,37.79
1191,1,7,2017-05-05,29,53.99,45.35
1192,1,8,2017-05-05,14,161.99,136.07
1193,1,11,2017-05-05,29,539.99,415.79
1194,1,10,2017-05-05,2,215.99,183.59
1195,1,12,2017-05-05,2,42.8,36.38
1196,1,13,2017-05-05,2,43.19,36.71
1197,1,14,2017-05-05,2,63.11,53.65
1198,1,15,2017-05-05,2,48.81,41.49
1199,1,3,2017-05-05,2,314.99,267.74
1200,1,9,2017-05-05,2,404.99,344.24
1219,6,1,2017-05-10,11,612.25,612.25
1220,6,4,2017-05-10,20,299.99,299.99
1221,6,11,2017-05-10,17,599.99,599.99
1222,6,13,2017-05-10,13,47.99,47.99
1223,6,14,2017-05-10,20,70.12,70.12
1224,6,15,2017-05-10,22,54.23,54.23
1258,1,1,2017-06-05,12,551.02,446.33
1259,1,2,2017-06-05,24,100.0,100.0
1260,1,4,2017-06-05,12,269.99,207.89
1261,1,5,2017-06-05,12,494.99,381.14
1262,1,6,2017-06-05,12,44.99,37.79
1263,1,7,2017-06-05,24,53.99,45.35
1264,1,8,2017-06-05,12,161.99,136.07
1265,1,11,2017-06-05,24,539.99,415.79
1266,1,10,2017-06-05,2,215.99,183.59
1267,1,12,2017-06-05,2,42.8,36.38
1268,1,13,2017-06-05,2,43.19,36.71
1269,1,14,2017-06-05,2,63.11,53.65
1270,1,15,2017-06-05,2,48.81,41.49
1271,1,3,2017-06-05,2,314.99,267.74
1272,1,9,2017-06-05,2,404.99,344.24
1273,4,1,2017-06-07,20,581.64,581.64
1274,4,2,2017-06-07,10,123.49,123.49
1275,4,4,2017-06-07,10,284.99,284.99
1276,4,6,2017-06-07,17,47.49,47.49
1277,4,7,2017-06-07,14,56.99,56.99
1278,4,10,2017-06-07,12,227.99,227.99
1279,4,12,2017-06-07,12,45.18,45.18
1280,4,14,2017-06-07,24,66.61,66.61
1281,4,9,2017-06-07,12,427.49,427.49
1282,6,1,2017-06-10,9,612.25,612.25
1283,6,4,2017-06-10,17,299.99,299.99
1284,6,11,2017-06-10,14,599.99,599.99
1285,6,13,2017-06-10,10,47.99,47.99
1286,6,14,2017-06-10,17,70.12,70.12
1287,6,15,2017-06-10,18,54.23,54.23
1328,1,1,2017-07-05,10,551.02,446.33
1329,1,2,2017-07-05,20,100.0,100.0
1330,1,4,2017-07-05,10,269.99,207.89
1331,1,5,2017-07-05,10,494.99,381.14
1332,1,6,2017-07-05,10,44.99,37.79
1333,1,7,2017-07-05,20,53.99,45.35
1334,1,8,2017-07-05,10,161.99,136.07
1335,1,11,2017-07-05,20,539.99,415.79
1336,1,10,2017-07-05,30,215.99,183.59
1337,1,12,2017-07-05,30,42.8,36.38
1338,1,13,2017-07-05,30,43.19,36.71
1339,1,14,2017-07-05,30,63.11,53.65
1340,1,15,2017-07-05,30,48.81,41.49
1341,1,3,2017-07-05,2,314.99,267.74
1342,1,9,2017-07-05,2,404.99,344.24
1343,2,1,2017-07-05,10,581.64,581.64
1344,2,2,2017-07-05,10,123.49,123.49
1345,2,4,2017-07-05,10,284.99,284.99
1346,2,5,2017-07-05,10,522.49,522.49
1347,2,6,2017-07-05,20,47.49,47.49
1348,2,7,2017-07-05,20,56.99,56.99
1349,2,8,2017-07-05,20,170.99,170.99
1350,2,11,2017-07-05,20,569.99,569.99
1351,2,10,2017-07-05,30,227.99,227.99
1352,2,12,2017-07-05,10,45.18,45.18
1353,2,13,2017-07-05,10,45.59,45.59
1354,2,14,2017-07-05,10,66.61,66.61
1355,2,15,2017-07-05,10,51.52,51.52
1356,2,3,2017-07-05,2,332.49,332.49
1357,2,9,2017-07-05,2,427.49,427.49
1368,6,1,2017-07-10,8,612.25,612.25
1369,6,4,2017-07-10,14,299.99,299.99
1370,6,11,2017-07-10,12,599.99,599.99
1371,6,13,2017-07-10,9,47.99,47.99
1372,6,14,2017-07-10,14,70.12,70.12
1373,6,15,2017-07-10,15,54.23,54.23
1383,1,1,2017-08-05,5,551.02,451.84
1384,1,2,2017-08-05,11,100.0,100.0
1385,1,4,2017-08-05,5,269.99,210.59
1386,1,5,2017-08-05,5,494.99,386.09
1387,1,6,2017-08-05,5,44.99,38.24
1388,1,7,2017-08-05,11,53.99,45.35
1389,1,8,2017-08-05,5,161.99,137.69
1390,1,11,2017-08-05,11,539.99,415.79
1391,1,10,2017-08-05,20,215.99,183.59
1392,1,12,2017-08-05,20,42.8,36.38
1393,1,13,2017-08-05,20,43.19,36.71
1394,1,14,2017-08-05,20,63.11,53.64
1395,1,15,2017-08-05,20,48.81,41.49
1396,1,3,2017-08-05,1,314.99,267.74
1397,1,9,2017-08-05,1,404.99,344.24
1406,6,1,2017-08-10,4,612.25,612.25
1407,6,4,2017-08-10,8,299.99,299.99
1408,6,11,2017-08-10,7,599.99,599.99
1409,6,13,2017-08-10,5,47.99,47.99
1410,6,14,2017-08-10,8,70.12,70.12
1411,6,15,2017-08-10,8,54.23,54.23
1430,1,1,2017-09-05,12,551.02,446.33
1431,1,2,2017-09-05,24,100.0,100.0
1432,1,4,2017-09-05,12,269.99,207.89
1433,1,5,2017-09-05,12,494.99,381.14
1434,1,6,2017-09-05,12,44.99,37.79
1435,1,7,2017-09-05,24,53.99,45.35
1436,1,8,2017-09-05,12,161.99,136.07
1437,1,11,2017-09-05,24,539.99,415.79
1438,1,10,2017-09-05,2,215.99,183.59
1439,1,12,2017-09-05,2,42.8,36.38
1440,1,13,2017-09-05,2,43.19,36.71
1441,1,14,2017-09-05,2,63.11,53.65
1442,1,15,2017-09-05,2,48.81,41.49
1443,1,3,2017-09-05,2,314.99,267.74
1444,1,9,2017-09-05,2,404.99,344.24
1455,4,1,2017-09-07,10,581.64,581.64
1456,4,2,2017-09-07,7,123.49,123.49
1457,4,4,2017-09-07,10,284.99,284.99
1458,4,6,2017-09-07,16,47.49,47.49
1459,4,7,2017-09-07,14,56.99,56.99
1460,4,10,2017-09-07,12,227.99,227.99
1461,4,12,2017-09-07,12,45.18,45.18
1462,4,14,2017-09-07,24,66.61,66.61
1463,4,9,2017-09-07,12,427.49,427.49
1472,6,1,2017-09-10,9,612.25,612.25
1473,6,4,2017-09-10,16,299.99,299.99
1474,6,11,2017-09-10,14,599.99,599.99
1475,6,13,2017-09-10,10,47.99,47.99
1476,6,14,2017-09-10,16,70.12,70.12
1477,6,15,2017-09-10,18,54.23,54.23
1497,1,1,2017-10-05,15,551.02,446.33
1498,1,2,2017-10-05,30,100.0,100.0
1499,1,4,2017-10-05,15,269.99,207.89
1500,1,5,2017-10-05,15,494.99,381.14
1501,1,6,2017-10-05,15,44.99,37.79
1502,1,7,2017-10-05,30,53.99,45.35
1503,1,8,2017-10-05,15,161.99,136.07
1504,1,11,2017-10-05,30,539.99,415.79
1505,1,10,2017-10-05,3,215.99,183.59
1506,1,12,2017-10-05,3,42.8,36.38
1507,1,13,2017-10-05,3,43.19,36.71
1508,1,14,2017-10-05,3,63.11,53.64
1509,1,15,2017-10-05,3,48.81,41.49
1510,1,3,2017-10-05,3,314.99,267.74
1511,1,9,2017-10-05,3,404.99,344.24
1512,2,1,2017-10-05,15,581.64,581.64
1513,2,2,2017-10-05,15,123.49,123.49
1514,2,4,2017-10-05,15,284.99,284.99
1515,2,5,2017-10-05,15,522.49,522.49
1516,2,6,2017-10-05,30,47.49,47.49
1517,2,7,2017-10-05,30,56.99,56.99
1518,2,8,2017-10-05,30,170.99,170.99
1519,2,11,2017-10-05,30,569.99,569.99
1520,2,10,2017-10-05,3,227.99,227.99
1521,2,12,2017-10-05,15,45.18,45.18
1522,2,13,2017-10-05,15,45.59,45.59
1523,2,14,2017-10-05,15,66.61,66.61
1524,2,15,2017-10-05,15,51.52,51.52
1525,2,3,2017-10-05,3,332.49,332.49
1526,2,9,2017-10-05,3,427.49,427.49
1527,4,1,2017-10-07,13,581.64,581.64
1528,4,2,2017-10-07,9,123.49,123.49
1529,4,4,2017-10-07,13,284.99,284.99
1530,4,6,2017-10-07,21,47.49,47.49
1531,4,7,2017-10-07,18,56.99,56.99
1532,4,10,2017-10-07,15,227.99,227.99
1533,4,12,2017-10-07,15,45.18,45.18
1534,4,14,2017-10-07,30,66.61,66.61
1535,4,9,2017-10-07,15,427.49,427.49
1536,6,1,2017-10-10,12,612.25,612.25
1537,6,4,2017-10-10,21,299.99,299.99
1538,6,11,2017-10-10,18,599.99,599.99
1539,6,13,2017-10-10,13,47.99,47.99
1540,6,14,2017-10-10,21,70.12,70.12
1541,6,15,2017-10-10,22,54.23,54.23
1582,6,1,2017-11-10,12,612.25,612.25
1583,6,4,2017-11-10,22,299.99,299.99
1584,6,11,2017-11-10,19,599.99,599.99
1585,6,13,2017-11-10,14,47.99,47.99
1586,6,14,2017-11-10,22,70.12,70.12
1587,6,15,2017-11-10,24,54.23,54.23
1637,1,1,2017-12-05,17,551.02,446.33
1638,1,2,2017-12-05,34,100.0,100.0
1639,1,4,2017-12-05,17,269.99,207.89
1640,1,5,2017-12-05,17,494.99,381.14
1641,1,6,2017-12-05,17,44.99,37.79
1642,1,7,2017-12-05,34,53.99,45.35
1643,1,8,2017-12-05,17,161.99,136.07
1644,1,11,2017-12-05,34,539.99,415.79
1645,1,10,2017-12-05,3,215.99,183.59
1646,1,12,2017-12-05,3,42.8,36.38
1647,1,13,2017-12-05,3,43.19,36.71
1648,1,14,2017-12-05,3,63.11,53.64
1649,1,15,2017-12-05,3,48.81,41.49
1650,1,3,2017-12-05,3,314.99,267.74
1651,1,9,2017-12-05,3,404.99,344.24
1652,4,1,2017-12-07,15,581.64,581.64
1653,4,2,2017-12-07,10,123.49,123.49
1654,4,4,2017-12-07,15,284.99,284.99
1655,4,6,2017-12-07,24,47.49,47.49
1656,4,7,2017-12-07,20,56.99,56.99
1657,4,10,2017-12-07,17,227.99,227.99
1658,4,12,2017-12-07,17,45.18,45.18
1659,4,14,2017-12-07,34,66.61,66.61
1660,4,9,2017-12-07,17,427.49,427.49
1669,6,1,2017-12-10,13,612.25,612.25
1670,6,4,2017-12-10,24,299.99,299.99
1671,6,11,2017-12-10,20,599.99,599.99
1672,6,13,2017-12-10,15,47.99,47.99
1673,6,14,2017-12-10,24,70.12,70.12
1674,6,15,2017-12-10,25,54.23,54.23
1756,4,1,2018-01-07,45,581.64,581.64
1757,4,2,2018-01-07,9,123.49,123.49
1758,4,4,2018-01-07,14,284.99,284.99
1759,4,6,2018-01-07,22,47.49,47.49
1760,4,7,2018-01-07,19,56.99,56.99
1761,4,10,2018-01-07,16,227.99,227.99
1762,4,12,2018-01-07,16,45.18,45.18
1763,4,14,2018-01-07,32,66.61,66.61
1764,4,9,2018-01-07,16,427.49,427.49
1765,4,1,2018-01-07,45,581.64,581.64
1766,4,2,2018-01-07,9,123.49,123.49
1767,4,4,2018-01-07,14,284.99,284.99
1768,4,6,2018-01-07,22,47.49,47.49
1769,4,7,2018-01-07,19,56.99,56.99
1770,4,10,2018-01-07,16,227.99,227.99
1771,4,12,2018-01-07,16,45.18,45.18
1772,4,14,2018-01-07,32,66.61,66.61
1773,4,9,2018-01-07,16,427.49,427.49
1774,6,1,2018-01-10,13,612.25,612.25
1775,6,4,2018-01-10,22,299.99,299.99
1776,6,11,2018-01-10,19,599.99,599.99
1777,6,13,2018-01-10,14,47.99,47.99
1778,6,14,2018-01-10,22,70.12,70.12
1779,6,15,2018-01-10,24,54.23,54.23
1780,6,1,2018-01-10,13,612.25,612.25
1781,6,4,2018-01-10,22,299.99,299.99
1782,6,11,2018-01-10,19,599.99,599.99
1783,6,13,2018-01-10,14,47.99,47.99
1784,6,14,2018-01-10,22,70.12,70.12
1785,6,15,2018-01-10,24,54.23,54.23
1934,1,1,2018-02-05,15,551.02,446.33
1935,1,2,2018-02-05,30,100.0,100.0
1936,1,4,2018-02-05,15,269.99,207.89
1937,1,5,2018-02-05,15,494.99,381.14
1938,1,6,2018-02-05,20,44.99,37.79
1939,1,7,2018-02-05,30,53.99,45.35
